session,predict
[1557],"[2392, 1558, 7188, 3404, 1624, 11050, 1863, 3127, 2854, 409, 736, 2437, 6285, 1440, 6493, 946, 9050, 2862, 2571, 684]"
"[5547, 10771, 6336, 1321, 2335]","[2367, 4795, 1284, 5261, 2174, 3005, 541, 1870, 2890, 772, 3052, 4205, 791, 483, 2843, 55, 78, 381, 3326, 3139]"
"[574, 160, 11, 10542]","[18, 2902, 7952, 37, 8685, 4225, 1008, 1500, 1690, 919, 1697, 1453, 482, 707, 4199, 133, 1670, 2437, 1473, 3873]"
"[609, 6237, 245, 2381]","[1503, 5610, 122, 702, 10792, 104, 300, 3936, 650, 1458, 2447, 1314, 1558, 5324, 100, 2276, 5733, 744, 2244, 389]"
"[3411, 2116]","[5319, 2864, 1109, 7320, 3949, 4260, 2970, 2117, 4109, 149, 7700, 7204, 5935, 5332, 1495, 9979, 1537, 901, 4288, 730]"
[6673],"[632, 7775, 8543, 95, 4233, 1471, 3002, 9445, 938, 1949, 7283, 4025, 2201, 4716, 9717, 2747, 5150, 1423, 1243, 1121]"
[2329],"[9095, 3797, 10788, 8521, 5330, 2330, 7335, 4942, 1314, 2728, 7499, 1313, 649, 583, 3834, 10836, 3406, 92, 7773, 2823]"
[3299],"[1342, 5375, 930, 1588, 792, 1659, 2013, 3515, 73, 1908, 160, 7855, 1153, 3873, 9, 3053, 1564, 1125, 11, 1971]"
[5060],"[4165, 7283, 5413, 1882, 2342, 989, 2632, 145, 2996, 7118, 7551, 2560, 2916, 1465, 835, 1801, 2435, 923, 2054, 946]"
"[9993, 1800]","[4384, 1824, 604, 3541, 1845, 3124, 945, 1166, 1801, 2963, 5850, 2392, 4793, 3579, 9410, 839, 1028, 5546, 2606, 869]"
[2600],"[3998, 7793, 1570, 378, 92, 2045, 7960, 516, 1665, 6767, 3670, 6511, 2601, 3868, 2018, 1313, 748, 3797, 2498, 101]"
[3684],"[604, 11, 615, 2568, 1453, 6589, 73, 1166, 2806, 9, 12, 1835, 140, 1168, 3129, 18, 145, 165, 160, 225]"
[7683],"[5266, 1400, 8496, 329, 126, 7684, 5447, 3319, 2688, 4389, 10886, 2296, 1121, 3228, 622, 5065, 3950, 7353, 1751, 4202]"
"[1950, 5749]","[2025, 1321, 9763, 10540, 2730, 4038, 3882, 221, 3147, 3552, 1806, 1284, 1861, 979, 10786, 5229, 9626, 7658, 2228, 1835]"
[9711],"[9712, 1604, 3900, 6219, 1121, 1224, 1941, 3419, 1978, 2520, 2246, 3462, 1832, 1552, 954, 1259, 698, 564, 5426, 2326]"
[4298],"[9161, 2872, 3691, 4615, 2558, 1072, 7817, 4299, 3751, 3648, 3848, 2477, 1050, 11108, 1700, 5088, 1063, 569, 6166, 1342]"
"[509, 1708]","[487, 3029, 1214, 4905, 1971, 3, 1709, 3372, 5206, 2372, 6, 9725, 1795, 371, 2350, 1931, 1650, 787, 1342, 9645]"
"[1322, 2437]","[278, 7534, 1658, 2633, 7638, 3096, 2463, 3772, 1306, 7023, 11152, 5917, 11387, 2127, 5578, 10226, 5502, 5124, 6055, 9537]"
"[2350, 6472, 7413]","[3037, 2728, 3209, 7011, 10890, 2758, 5304, 828, 2193, 6684, 1290, 1360, 5463, 3095, 6197, 9903, 5992, 6692, 3201, 10780]"
"[546, 8563, 4408, 1243, 4084]","[4225, 2251, 6688, 6054, 6002, 4255, 10882, 7971, 1849, 2300, 5646, 2825, 185, 7414, 1399, 7230, 6437, 6045, 536, 4323]"
"[1591, 10579]","[9702, 6412, 5988, 1240, 5625, 4646, 1608, 895, 96, 3235, 1298, 7753, 1423, 2319, 1502, 3330, 169, 6944, 168, 9868]"
[426],"[427, 724, 791, 939, 7568, 45, 1506, 3617, 1321, 7029, 6238, 6159, 3049, 1624, 3839, 2222, 1884, 1971, 4068, 3549]"
[2947],"[2948, 7526, 8996, 747, 6093, 4461, 5452, 1849, 442, 899, 7679, 1028, 14, 9256, 2094, 1164, 8227, 655, 5198, 1666]"
[4792],"[146, 4793, 4277, 14, 1780, 1273, 8514, 3392, 478, 947, 1167, 2207, 5136, 9952, 192, 2392, 3882, 950, 1841, 13]"
"[1716, 9539]","[7966, 3576, 4336, 2470, 3687, 228, 10575, 9169, 4268, 4720, 5690, 2106, 6922, 10238, 2404, 9885, 1163, 640, 1016, 4369]"
[8580],"[8581, 6843, 724, 2463, 3124, 887, 364, 2520, 3721, 6690, 11, 14, 1835, 930, 546, 3477, 401, 1321, 1897, 6388]"
[1030],"[5844, 7007, 7263, 3846, 336, 11305, 1031, 924, 1630, 9701, 4038, 738, 2945, 1323, 4349, 1, 5279, 744, 3681, 192]"
[1650],"[1564, 3611, 1686, 159, 8572, 5237, 15, 50, 1655, 4568, 5094, 949, 12, 10745, 8317, 3398, 3492, 10948, 18, 9100]"
[9476],"[8600, 1851, 1166, 9477, 174, 80, 805, 758, 4450, 5078, 2048, 1921, 3350, 58, 160, 1107, 8103, 2034, 4025, 9626]"
"[9051, 2625]","[1803, 543, 979, 4943, 3915, 1109, 21, 1007, 8317, 5952, 3543, 1323, 4964, 73, 239, 5141, 1621, 9354, 2369, 6392]"
"[1166, 11, 3129]","[1453, 165, 18, 1168, 169, 170, 930, 4963, 166, 5353, 73, 4176, 2103, 6675, 604, 4041, 6473, 132, 7222, 944]"
[5208],"[5209, 3046, 985, 496, 673, 5649, 2785, 647, 1033, 576, 6445, 7077, 2947, 479, 526, 1203, 8430, 4738, 6966, 6293]"
"[1812, 1760]","[1354, 6312, 184, 405, 4382, 3200, 1171, 2919, 2728, 255, 1761, 3699, 9163, 6380, 10092, 5841, 3134, 788, 4630, 8268]"
[4550],"[265, 6960, 2336, 2754, 1302, 4551, 2388, 4434, 3303, 817, 3075, 5507, 3676, 4438, 6342, 8427, 1742, 8397, 3098, 1797]"
"[2802, 6420, 4769]","[5808, 2687, 7809, 3294, 317, 2909, 3468, 6973, 10663, 6587, 4878, 5347, 2470, 6003, 1471, 5798, 2642, 4769, 6962, 2070]"
"[887, 9849]","[2937, 8636, 4047, 3862, 476, 1042, 569, 5230, 1423, 506, 6224, 2723, 1836, 507, 866, 2359, 50, 328, 3176, 867]"
[2739],"[11233, 5399, 157, 10684, 5143, 471, 469, 2740, 763, 4644, 1323, 7080, 1529, 8167, 7285, 2082, 3470, 3341, 1721, 590]"
[6228],"[5300, 7486, 3507, 724, 8037, 253, 10090, 4464, 5662, 11004, 2372, 8334, 2350, 3876, 5757, 8578, 1321, 471, 1944, 9427]"
[5942],"[5124, 1593, 2142, 4611, 2397, 7652, 75, 1531, 5543, 10204, 3818, 949, 5917, 3282, 6835, 254, 1121, 4044, 2657, 1156]"
[8972],"[454, 8973, 4889, 469, 162, 2503, 4934, 9634, 9210, 2286, 3856, 3271, 4506, 5876, 748, 4476, 1423, 3493, 2840, 36]"
[4075],"[2004, 2533, 1384, 1302, 2019, 489, 4076, 280, 422, 2733, 696, 1506, 913, 1558, 570, 3575, 69, 926, 140, 1524]"
[2482],"[4924, 1501, 6297, 5195, 2629, 946, 5348, 6552, 4759, 2238, 7499, 1477, 14, 2384, 96, 1564, 1246, 3552, 1706, 7122]"
"[7284, 4367]","[4368, 1036, 6027, 2491, 2494, 3131, 9963, 3496, 1948, 2198, 3286, 352, 1021, 8772, 2225, 2835, 6056, 962, 2224, 176]"
[3154],"[4708, 1932, 2860, 3813, 3055, 2184, 5269, 283, 532, 2904, 3685, 1236, 2802, 4603, 2265, 6449, 2509, 7074, 8901, 10223]"
"[1446, 3492]","[489, 4999, 294, 309, 415, 7628, 528, 1998, 5387, 2476, 1456, 3744, 3295, 8123, 817, 1321, 8385, 790, 8973, 6134]"
[7511],"[5594, 5835, 7627, 1264, 7444, 7512, 454, 7868, 3285, 5876, 7022, 2431, 2917, 1590, 4049, 356, 1232, 1214, 10003, 5276]"
[1242],"[678, 3140, 10488, 538, 373, 3187, 8065, 995, 1243, 5985, 2781, 417, 1639, 8680, 4934, 3846, 5627, 1941, 11228, 6745]"
"[5, 2509]","[6088, 3147, 8154, 573, 5912, 4199, 2459, 509, 8063, 3612, 299, 4795, 2762, 3324, 5950, 1709, 5808, 3227, 4304, 3529]"
"[1217, 1564, 1668, 1679, 1677]","[1788, 1217, 7324, 5270, 5521, 681, 1102, 571, 517, 2517, 280, 2692, 11073, 6065, 4384, 122, 1063, 7137, 3361, 8092]"
[909],"[3295, 7606, 4352, 910, 1705, 292, 78, 5374, 8910, 2241, 2010, 6562, 125, 2034, 3515, 45, 897, 2150, 160, 4146]"
"[7372, 4455]","[5276, 9624, 9220, 3712, 4586, 1406, 10301, 1038, 1858, 8847, 11412, 2770, 322, 9844, 1911, 9344, 613, 11137, 9532, 3329]"
[239],"[4247, 3258, 658, 413, 1504, 240, 6065, 7428, 1028, 1501, 2916, 5195, 4316, 7255, 1891, 6387, 2326, 569, 2973, 159]"
[716],"[7227, 4663, 1934, 6845, 309, 717, 433, 6553, 501, 2503, 2125, 8034, 5488, 3559, 570, 2726, 5955, 3085, 3129, 5474]"
[997],"[3285, 999, 352, 8422, 1025, 951, 3283, 2222, 1000, 948, 2226, 6589, 4112, 954, 323, 876, 7703, 4932, 2361, 957]"
[2204],"[6421, 1998, 8312, 345, 6929, 6795, 7250, 995, 4772, 6141, 8186, 5957, 1517, 4618, 232, 8969, 6747, 541, 1866, 11480]"
[7870],"[8260, 4800, 3235, 4116, 7871, 1708, 788, 4629, 3856, 2238, 7523, 2121, 37, 9604, 10231, 2090, 5154, 6503, 7905, 5625]"
[1080],"[1081, 21, 825, 252, 4307, 1949, 1768, 703, 4752, 3614, 1796, 1308, 1672, 2027, 615, 1717, 82, 1342, 392, 3507]"
"[6889, 1496, 8510, 9253]","[1780, 2515, 1409, 3725, 9356, 1302, 7577, 6813, 6893, 7307, 799, 257, 4963, 2919, 11393, 4464, 1597, 595, 7407, 4679]"
"[1367, 8217]","[9001, 4500, 1328, 3598, 433, 5185, 3691, 7518, 3359, 5006, 2544, 3145, 1630, 4044, 2922, 1875, 824, 7069, 3257, 4593]"
"[391, 4189]","[10229, 2173, 4624, 7373, 562, 7415, 3576, 1222, 7345, 6989, 711, 4190, 1589, 2834, 2637, 3752, 10628, 4630, 4277, 7954]"
[10390],"[2283, 1639, 846, 923, 10811, 4189, 8518, 9851, 10047, 2160, 4169, 98, 78, 4808, 1107, 8218, 1324, 192, 5660, 920]"
"[5615, 1241, 1970, 2728]","[3790, 11300, 8540, 7467, 8159, 1904, 951, 8422, 7626, 5107, 1872, 4070, 4739, 3803, 7690, 2582, 2835, 10846, 798, 11255]"
"[2031, 8341]","[2100, 6912, 3404, 3766, 2482, 9062, 7770, 790, 8573, 3471, 5802, 10275, 7290, 5771, 1055, 5070, 6170, 4220, 8799, 1430]"
[8918],"[2730, 128, 9424, 1028, 1033, 995, 305, 75, 192, 78, 3027, 396, 3295, 5003, 481, 4938, 2517, 1423, 2618, 40]"
[1221],"[1349, 1511, 1222, 340, 422, 2893, 3341, 140, 159, 903, 11, 14, 6037, 160, 1414, 9690, 3492, 930, 1344, 6501]"
[9129],"[840, 6068, 930, 1142, 3029, 7699, 1166, 9242, 2256, 5185, 3124, 9446, 9782, 1188, 1227, 5518, 507, 1767, 1217, 366]"
"[11599, 1015]","[1527, 4287, 2173, 2174, 1204, 1287, 5779, 2295, 4494, 7555, 685, 4727, 2018, 1870, 1965, 4631, 1941, 357, 6912, 10481]"
"[1252, 1360]","[1544, 7752, 1796, 4602, 7770, 7847, 7264, 4290, 6460, 306, 1263, 901, 381, 768, 4287, 7057, 4176, 4268, 11144, 2672]"
[9534],"[9535, 8878, 305, 1206, 3147, 521, 7383, 2358, 1142, 8966, 78, 10594, 80, 5608, 158, 1968, 3124, 5077, 1564, 566]"
[8106],"[509, 2000, 788, 15, 3525, 3507, 1590, 1714, 987, 4630, 1871, 1355, 2210, 3001, 3325, 2448, 2257, 3882, 6133, 3699]"
[7426],"[1524, 2135, 4494, 6270, 10253, 3251, 1897, 686, 328, 5580, 5482, 140, 3195, 598, 11350, 1108, 2510, 3290, 1402, 2762]"
"[4189, 4787]","[8218, 10055, 4877, 8645, 3722, 692, 5683, 10541, 1961, 120, 1220, 4170, 922, 1927, 9045, 6486, 7098, 2484, 5690, 9142]"
[6286],"[4969, 6287, 4182, 6831, 4186, 3375, 3953, 910, 5336, 6369, 8060, 4821, 3088, 1443, 5418, 6648, 7712, 5043, 1705, 1529]"
"[4484, 487, 10514]","[846, 8404, 659, 6442, 4818, 8150, 4472, 6775, 1960, 7756, 3558, 4038, 4189, 2831, 1075, 3238, 5171, 1713, 5478, 4697]"
[10939],"[7350, 10099, 4711, 1424, 3165, 2853, 1564, 554, 4609, 3512, 2382, 1638, 116, 8604, 8179, 9356, 2639, 2081, 4124, 1928]"
"[342, 4263, 5402, 4049]","[160, 746, 9, 15, 12, 1824, 1279, 587, 2440, 658, 36, 5942, 73, 479, 58, 6710, 3492, 8948, 594, 145]"
"[10897, 4287, 2864, 10236, 7231]","[9784, 8427, 2713, 2122, 1981, 9985, 9448, 9116, 10910, 2138, 1123, 5141, 1523, 7865, 2908, 6907, 9211, 7425, 10790, 3773]"
[6132],"[1882, 724, 6248, 705, 1143, 473, 6133, 242, 1316, 1172, 3882, 835, 945, 7453, 132, 3392, 2257, 613, 159, 12]"
"[1871, 5447]","[11113, 6246, 3819, 3936, 11166, 1059, 5698, 6786, 4261, 3585, 931, 9243, 9977, 4267, 6625, 6763, 858, 5890, 1179, 2975]"
"[0, 482, 2169, 3360]","[10653, 5512, 1103, 8959, 6442, 7841, 2135, 933, 1177, 7789, 805, 7547, 484, 4739, 1847, 4016, 3669, 5949, 3417, 7648]"
"[2688, 5227, 322]","[724, 1440, 8012, 560, 5813, 1449, 2413, 2649, 1931, 4850, 1425, 3598, 7211, 805, 6744, 11453, 1841, 5942, 7664, 3687]"
"[6473, 8547, 3129, 177, 8548]","[5035, 3097, 4057, 744, 920, 8114, 4671, 7706, 3461, 6246, 8231, 1692, 779, 4952, 2356, 2157, 4375, 1179, 6459, 1966]"
[3071],"[1716, 3072, 3008, 1591, 601, 9044, 9253, 3507, 1094, 2409, 432, 5810, 8027, 445, 2925, 8701, 5868, 6392, 10144, 8127]"
[6490],"[6491, 10495, 9263, 1433, 9222, 4124, 8980, 972, 11397, 2930, 3914, 3095, 4083, 532, 1752, 1956, 2534, 3728, 3431, 4608]"
[2811],"[7447, 10016, 9701, 4486, 2614, 3021, 8339, 3503, 6352, 11511, 6282, 7075, 1758, 1311, 1077, 1016, 4349, 303, 1556, 1010]"
"[1444, 4380]","[9383, 835, 3458, 3922, 7422, 10816, 9137, 4868, 11074, 3156, 6539, 10668, 5880, 6580, 3427, 6845, 5727, 6439, 7887, 6197]"
"[956, 9929, 2453]","[1239, 2019, 2891, 1284, 483, 381, 2608, 3378, 958, 4243, 2396, 5003, 4178, 7510, 1567, 758, 1039, 538, 8773, 7189]"
[2205],"[3836, 2206, 3837, 3282, 8251, 3462, 2561, 2902, 1881, 498, 1587, 36, 2840, 4804, 927, 2259, 7376, 1941, 5906, 3659]"
"[428, 329]","[2368, 3574, 1714, 6370, 8897, 11, 2865, 2568, 62, 2304, 329, 5249, 1200, 2901, 4697, 5330, 9273, 55, 10386, 427]"
"[225, 2681]","[4436, 2619, 5019, 3340, 5098, 9456, 2683, 6206, 11360, 8071, 7969, 7795, 7078, 8940, 9682, 1592, 7409, 5086, 2682, 2175]"
[5886],"[5887, 8124, 7781, 1357, 1286, 4894, 8956, 1409, 6664, 5266, 10464, 1799, 9914, 9789, 3287, 7522, 1025, 4864, 4562, 3527]"
[1964],"[1965, 6492, 3462, 4938, 2560, 1783, 2827, 5058, 1964, 2561, 2055, 3461, 3172, 2941, 1882, 1302, 1782, 7283, 2447, 7159]"
[1028],"[4494, 1166, 73, 333, 1086, 160, 1247, 791, 483, 614, 2373, 1288, 6730, 10594, 3195, 7137, 40, 11, 170, 747]"
[7855],"[6106, 1928, 10229, 242, 133, 2030, 5403, 4426, 897, 10668, 4480, 9210, 3953, 817, 8581, 10323, 605, 6068, 77, 1243]"
"[5071, 393, 10860, 5170, 5409]","[7929, 10861, 4943, 8648, 7339, 643, 1543, 1327, 8202, 10791, 23, 3491, 2038, 6277, 5957, 1274, 4996, 8047, 3352, 2978]"
[4553],"[1587, 4554, 7555, 8966, 3837, 2222, 947, 1694, 5906, 2730, 5021, 9755, 108, 3644, 110, 1639, 8913, 3687, 3286, 3684]"
"[5860, 1908]","[140, 2308, 159, 7368, 5600, 5458, 5632, 1114, 5484, 10, 4824, 1892, 4904, 947, 1124, 18, 148, 3846, 73, 11]"
[1833],"[3539, 1373, 1834, 8284, 1394, 78, 73, 50, 483, 5457, 1483, 4055, 1155, 4283, 1230, 10202, 2127, 3573, 947, 460]"
"[569, 482, 3788]","[2295, 4349, 538, 3039, 9259, 6912, 6474, 5136, 5991, 1714, 6902, 4762, 10572, 3736, 4145, 8833, 1948, 1242, 1386, 7594]"
[2381],"[3986, 10258, 673, 9917, 1855, 5218, 2271, 1506, 7845, 1, 1143, 4978, 3740, 3056, 9, 4805, 9545, 9116, 6408, 3218]"
"[4539, 7457, 4277]","[2996, 6037, 4705, 4697, 2949, 2044, 18, 945, 169, 342, 11002, 1767, 5791, 9986, 1035, 2382, 10991, 9340, 4446, 2098]"
"[4263, 3126, 6951, 910, 7337]","[2698, 10126, 3311, 6980, 1897, 8919, 951, 4220, 1112, 4188, 4900, 4550, 1538, 3371, 8408, 2631, 8590, 2577, 438, 769]"
"[10129, 1401, 1378]","[2151, 9197, 160, 2839, 6724, 7519, 7144, 739, 1795, 3376, 937, 2155, 5901, 1867, 3141, 921, 6446, 850, 6462, 1092]"
"[1367, 7617]","[9558, 2911, 7650, 4319, 1109, 10225, 3303, 8238, 7148, 623, 7514, 9386, 2544, 11343, 8890, 4044, 6439, 6677, 7842, 10699]"
[5023],"[4144, 8998, 873, 5024, 1842, 1410, 1110, 485, 8347, 1154, 2164, 2957, 2406, 2113, 11046, 7835, 1981, 4001, 489, 985]"
[11551],"[5310, 8427, 92, 4872, 36, 3763, 2237, 7664, 5263, 4632, 5545, 926, 9915, 495, 5255, 795, 3710, 629, 2339, 397]"
[2523],"[2524, 5777, 1875, 9779, 3025, 3019, 7100, 1672, 6580, 2240, 964, 1971, 569, 10092, 3574, 429, 674, 5256, 1354, 391]"
[6956],"[8892, 1621, 4207, 10497, 7188, 2036, 2527, 2419, 2666, 336, 910, 6252, 9676, 10185, 487, 638, 463, 489, 317, 4403]"
"[7350, 3479, 8410, 6960, 295]","[206, 211, 10997, 1884, 1804, 8914, 1723, 4948, 6535, 7044, 163, 9084, 2135, 1154, 2437, 1153, 4696, 1319, 6553, 3596]"
[7439],"[1700, 4342, 7440, 4082, 1028, 4818, 7316, 263, 7047, 7526, 1832, 8, 34, 396, 9482, 1072, 6532, 2238, 4768, 1387]"
[3688],"[5165, 2971, 2984, 4266, 336, 463, 3764, 2298, 6693, 10723, 2150, 1843, 4354, 3033, 4084, 1302, 2728, 3271, 11106, 7088]"
[9591],"[7829, 6699, 9592, 6935, 913, 1723, 1291, 2158, 1300, 3570, 6003, 480, 487, 2937, 1471, 2629, 7604, 2117, 3360, 481]"
[1783],"[6492, 5058, 2827, 1964, 3462, 5057, 3172, 2561, 2055, 7283, 2447, 4833, 2560, 1488, 3461, 3615, 4445, 1949, 1407, 1266]"
[4415],"[1514, 1453, 2314, 1166, 12, 615, 11, 132, 160, 4416, 1849, 1836, 2568, 10149, 944, 7676, 1555, 2111, 5013, 9]"
[1587],"[1870, 628, 4624, 1405, 9393, 1323, 1588, 5688, 2850, 3577, 1354, 3845, 5319, 3183, 471, 8915, 336, 7532, 4360, 5170]"
[9614],"[6372, 2424, 6014, 6276, 8359, 1243, 9615, 3302, 7648, 5876, 7124, 1617, 3334, 6192, 1430, 2975, 10931, 1570, 7672, 4638]"
[26],"[6750, 5225, 3914, 7857, 903, 8757, 2868, 5478, 3124, 8045, 106, 485, 1513, 4163, 9612, 8274, 7811, 124, 2502, 3512]"
"[810, 1854]","[1855, 3634, 7082, 7646, 9239, 4933, 9753, 4255, 6100, 2094, 6220, 9501, 1999, 9408, 1160, 9631, 3141, 8853, 6361, 1403]"
"[6623, 266]","[4342, 987, 5227, 11083, 4821, 673, 10445, 479, 6814, 6271, 6202, 5721, 3144, 4196, 2193, 5267, 7592, 740, 685, 5303]"
"[2031, 1498]","[1055, 146, 9548, 2783, 3404, 5316, 2859, 1159, 4112, 9650, 565, 9220, 1499, 9359, 95, 5802, 7849, 6991, 223, 548]"
"[4959, 6332]","[4705, 3715, 6093, 1227, 18, 5404, 6073, 7011, 5115, 59, 8643, 5367, 492, 6854, 5366, 6219, 3015, 5682, 3547, 587]"
[9848],"[9849, 4182, 2028, 1324, 5465, 3099, 125, 1354, 1178, 816, 9963, 3399, 5195, 40, 5200, 6208, 1394, 78, 483, 1284]"
[6626],"[6627, 628, 1261, 2874, 2526, 395, 1809, 1723, 3290, 553, 1756, 2937, 3801, 3260, 3492, 4292, 2367, 3189, 1659, 589]"
[9770],"[1705, 3485, 5987, 6569, 480, 482, 4233, 1177, 1836, 1964, 5053, 1088, 7283, 1165, 569, 1504, 160, 3426, 186, 8352]"
"[1047, 2470]","[4430, 745, 7315, 3477, 996, 4609, 1949, 7849, 6159, 2824, 6500, 3287, 937, 6202, 3682, 290, 1131, 6487, 138, 2861]"
"[3356, 323]","[324, 1628, 4970, 7249, 3620, 8519, 2326, 7821, 4308, 2072, 7184, 10968, 4752, 7194, 4708, 828, 2994, 507, 6207, 10536]"
"[4329, 4330]","[4331, 4332, 4333, 7282, 5849, 8125, 4382, 72, 169, 3565, 7987, 5653, 1924, 5014, 5388, 11033, 10496, 1201, 9771, 7680]"
"[487, 1734]","[6588, 3460, 4491, 2861, 252, 5844, 2803, 1567, 2080, 1735, 3035, 1713, 4307, 561, 2705, 9328, 9917, 11398, 3099, 1410]"
"[1214, 1679, 1217, 1650, 1680]","[1681, 1654, 4894, 5600, 11154, 159, 15, 5617, 4921, 263, 9488, 9454, 7458, 14, 9337, 7352, 8352, 2883, 4276, 8461]"
"[2899, 6964]","[2902, 5372, 7938, 2480, 9023, 4138, 5594, 5189, 7953, 3167, 4636, 10241, 708, 2188, 7349, 7120, 3729, 485, 1004, 8267]"
"[8552, 1202]","[1203, 9730, 364, 1057, 5252, 5080, 8045, 3081, 1671, 3688, 5660, 2257, 8285, 278, 4303, 746, 7697, 8335, 2276, 5230]"
"[10961, 7525, 6919, 3315, 8073]","[2949, 913, 8074, 809, 2034, 3688, 3122, 4266, 4290, 2539, 7307, 2806, 3218, 171, 5078, 6411, 4070, 3927, 2, 2956]"
[8319],"[2437, 10162, 509, 3341, 1164, 532, 4179, 1254, 4068, 4466, 1719, 5798, 2098, 6904, 3075, 6956, 114, 199, 8320, 7401]"
[3757],"[3758, 1708, 989, 995, 903, 2094, 3098, 613, 7676, 11144, 130, 10586, 7405, 1428, 1787, 937, 10676, 4093, 3870, 10708]"
"[9138, 2238]","[471, 92, 10538, 4775, 8207, 8524, 305, 2072, 6970, 41, 3747, 566, 136, 4393, 7559, 8424, 340, 10019, 8216, 9210]"
[5583],"[2103, 5394, 6860, 5584, 6034, 7261, 670, 5307, 3688, 7020, 4890, 3703, 978, 7789, 4562, 4705, 278, 1057, 6292, 1266]"
[630],"[3122, 5805, 10075, 8662, 631, 7382, 1244, 1704, 4971, 4170, 9983, 2189, 661, 216, 1594, 1255, 779, 3835, 3874, 2197]"
[506],"[554, 507, 5577, 2022, 3165, 9935, 2853, 1345, 553, 10376, 506, 2024, 4711, 5579, 2021, 1891, 2019, 5852, 4569, 3620]"
"[8797, 1487]","[6, 5320, 1177, 4637, 1488, 1941, 757, 5593, 10881, 2326, 4238, 6576, 1444, 253, 7714, 571, 8178, 7357, 6845, 1423]"
[11438],"[7761, 8793, 6657, 10247, 4298, 3068, 1951, 3156, 4230, 9942, 4902, 7503, 1240, 771, 6941, 3822, 8374, 8181, 7443, 10867]"
"[137, 138, 757]","[136, 8101, 2386, 6332, 1221, 3788, 11128, 2534, 3819, 11554, 5185, 1499, 5441, 5841, 5140, 10026, 958, 2837, 1267, 7062]"
"[5229, 6685, 1521, 1321]","[305, 636, 3141, 790, 489, 535, 703, 1932, 6610, 939, 8026, 6408, 3911, 4778, 5462, 8078, 3027, 6389, 4108, 2827]"
"[6426, 7586, 9433, 1587, 2271]","[1414, 2498, 617, 9339, 1076, 8232, 9283, 9393, 5221, 1252, 4697, 6607, 7784, 1945, 6623, 5197, 6133, 6535, 2519, 1971]"
[9210],"[2789, 2141, 1884, 9146, 8959, 3157, 6, 7146, 5987, 3332, 2190, 6581, 5543, 1305, 1266, 1537, 1714, 2700, 1897, 6175]"
"[4308, 904]","[10358, 2657, 8564, 5548, 3378, 2418, 7479, 3139, 1008, 2357, 9161, 7411, 4329, 2069, 3561, 3003, 541, 6624, 568, 5514]"
"[4286, 1261, 4011, 5645]","[449, 4802, 1163, 5832, 5901, 5861, 479, 496, 726, 5614, 7772, 4512, 7001, 7966, 3923, 4336, 5373, 5158, 1576, 5591]"
"[7369, 5662]","[2558, 3612, 6985, 3233, 1326, 5663, 4821, 5841, 10505, 541, 5259, 5001, 7736, 3145, 7370, 4087, 2215, 1291, 7750, 1006]"
"[4557, 4383, 4971, 2448]","[2733, 2075, 239, 1071, 5107, 9579, 5662, 1305, 4014, 604, 8442, 11, 1774, 6808, 2814, 3516, 5696, 2608, 8768, 6038]"
[1847],"[1849, 746, 5376, 140, 1848, 7243, 759, 92, 9, 5569, 5514, 1450, 11, 160, 3688, 3260, 309, 2733, 638, 4785]"
"[2320, 11128]","[8289, 10413, 460, 3334, 9418, 8471, 5757, 1457, 3843, 4144, 529, 9845, 2547, 985, 1608, 9193, 7992, 4043, 265, 4076]"
"[10781, 4192]","[4193, 7248, 10287, 9812, 2159, 6570, 2708, 5160, 2094, 4464, 1864, 4840, 4238, 7961, 3699, 1515, 9624, 10315, 9713, 5013]"
"[2000, 1476, 4023, 3763, 4026]","[1480, 546, 5299, 684, 4345, 897, 9283, 4036, 1304, 4839, 4743, 3103, 1649, 6389, 4288, 2177, 2486, 5465, 8095, 5685]"
"[7063, 2640]","[4161, 2657, 3940, 11183, 9592, 2728, 9634, 7171, 913, 5641, 6663, 5097, 5028, 1601, 6477, 449, 3628, 9518, 5355, 2499]"
"[15, 820]","[150, 1849, 11, 2652, 328, 4876, 5514, 7367, 9, 146, 3552, 4805, 182, 944, 7450, 1125, 166, 4065, 18, 9579]"
[3124],"[8516, 1323, 1779, 3379, 2173, 5534, 979, 4745, 6371, 29, 11104, 3247, 985, 4145, 180, 2085, 10468, 26, 2176, 1489]"
[179],"[649, 2818, 253, 918, 1259, 400, 4625, 402, 101, 743, 862, 1927, 1060, 549, 105, 300, 700, 180, 699, 692]"
[4124],"[5552, 950, 2020, 3828, 5298, 3272, 5124, 2784, 4348, 481, 3787, 4376, 506, 11486, 8496, 8968, 5364, 8453, 3465, 3721]"
[4716],"[7712, 4036, 6356, 463, 10494, 5382, 4717, 26, 356, 11459, 7084, 4930, 2196, 1944, 628, 7247, 3814, 3820, 3101, 290]"
"[506, 554]","[507, 5577, 2024, 506, 1345, 554, 2853, 3620, 2022, 9887, 555, 553, 2021, 2019, 2020, 3165, 5304, 469, 10376, 5579]"
[11508],"[1291, 12, 6793, 2036, 6688, 2486, 4267, 3355, 3727, 4779, 309, 15, 1042, 6271, 3644, 746, 569, 4500, 810, 959]"
[2928],"[6270, 3267, 788, 38, 2893, 815, 7002, 2080, 810, 328, 8078, 5228, 10070, 1550, 3485, 1433, 1232, 2397, 9309, 4384]"
