session,predict
[1390],"[1667, 3020, 4189, 36, 3490, 764, 195, 44, 2714, 970, 434, 188, 14, 2042, 454, 420, 194, 841, 661, 519]"
"[2520, 4091]","[606, 2481, 976, 978, 2603, 3842, 450, 1339, 2251, 8724, 4550, 6890, 4092, 2590, 1408, 196, 4337, 756, 1163, 812]"
[6490],"[571, 6758, 1784, 6491, 2354, 2232, 4795, 822, 4908, 693, 5272, 5727, 149, 5304, 708, 476, 4581, 8049, 2750, 6770]"
[2750],"[2748, 3916, 3905, 2751, 1021, 9436, 2029, 18, 5647, 6703, 1050, 5784, 7022, 8488, 8676, 7996, 6322, 3761, 3594, 1923]"
[6690],"[1637, 6660, 5059, 6691, 2928, 44, 1774, 4893, 7630, 599, 7215, 4515, 5781, 5437, 6507, 2814, 2929, 3600, 8009, 1988]"
"[675, 614]","[18, 72, 8, 2150, 1021, 3958, 617, 756, 9, 1527, 976, 4867, 1348, 19, 362, 2241, 172, 1977, 1019, 1048]"
[5903],"[9302, 5904, 340, 2919, 4485, 5343, 7285, 455, 1467, 1088, 3774, 3211, 2045, 459, 5641, 7048, 5355, 6441, 9236, 1016]"
"[17, 33, 238]","[100, 1225, 1951, 3358, 6493, 1487, 4225, 497, 4482, 470, 2102, 101, 743, 6932, 1679, 855, 5375, 2115, 757, 2974]"
[183],"[304, 17, 53, 244, 21, 104, 4254, 33, 24, 3034, 414, 452, 1931, 1096, 3856, 13, 1028, 4637, 590, 3855]"
[5641],"[6333, 296, 127, 3872, 2203, 3615, 3353, 7923, 433, 102, 711, 1801, 3001, 4938, 2447, 470, 581, 4735, 9198, 4858]"
[430],"[431, 5961, 6966, 908, 4561, 2130, 9349, 1868, 2857, 6416, 8946, 218, 273, 13, 245, 385, 506, 6391, 1981, 128]"
"[854, 1457, 426]","[6291, 1523, 3507, 3017, 9673, 44, 7424, 1252, 6131, 3394, 1822, 6717, 6436, 2683, 450, 1357, 4104, 9119, 1305, 6819]"
"[8, 9532, 5853, 1276]","[1513, 8431, 349, 839, 479, 2924, 60, 4614, 4051, 1535, 6092, 4140, 5751, 956, 3079, 688, 1977, 3264, 133, 9533]"
[4262],"[1929, 1243, 2002, 5084, 457, 5899, 4263, 6117, 2553, 9157, 1596, 3639, 8200, 1366, 244, 1131, 1733, 1827, 5919, 1522]"
[1955],"[325, 972, 845, 326, 1203, 1982, 1944, 1043, 164, 4245, 28, 1647, 1512, 450, 330, 936, 4690, 384, 398, 2641]"
[326],"[4669, 3449, 1535, 7575, 592, 7997, 327, 3307, 1473, 1636, 7022, 3318, 6757, 263, 2266, 3528, 3778, 118, 257, 4933]"
[638],"[7563, 4379, 687, 3962, 704, 1070, 1848, 5594, 4563, 3461, 1546, 3800, 5629, 4836, 9060, 6078, 5199, 4506, 4439, 5279]"
"[2332, 1746, 4475]","[3203, 9248, 4351, 1048, 923, 1658, 7503, 2433, 5480, 2123, 3367, 1811, 2957, 2168, 5611, 2631, 2255, 6688, 4304, 2664]"
"[45, 1457, 2618]","[2106, 827, 2527, 1190, 443, 2481, 2331, 2042, 24, 4955, 19, 693, 3539, 2683, 183, 2102, 2524, 896, 1457, 101]"
[12],"[183, 6, 1731, 304, 1457, 295, 2479, 984, 7, 17, 4791, 3834, 1649, 5570, 1151, 2006, 7098, 7978, 4254, 1047]"
[18],"[2094, 268, 4507, 1473, 2150, 7644, 2662, 2266, 1977, 1304, 1528, 1087, 1281, 247, 670, 2334, 4692, 1382, 2153, 3255]"
"[1107, 2812]","[1302, 4333, 415, 343, 1056, 7869, 4331, 316, 287, 7783, 4373, 1142, 3525, 6130, 126, 3676, 1364, 1780, 64, 5236]"
[1133],"[2322, 1204, 1276, 1308, 398, 5418, 2906, 2801, 4955, 8068, 1629, 2353, 358, 707, 3794, 2850, 3846, 195, 1559, 6146]"
[6575],"[15, 3010, 41, 6478, 1459, 2685, 230, 3844, 539, 328, 1243, 450, 1411, 735, 647, 840, 955, 1827, 1131, 6576]"
"[250, 669, 454]","[1344, 7088, 5927, 2957, 2205, 2184, 3984, 192, 500, 6212, 160, 251, 2115, 1032, 7584, 5129, 6376, 2781, 947, 95]"
[3384],"[3246, 812, 541, 3385, 1227, 743, 433, 571, 128, 28, 4804, 6143, 5996, 1953, 278, 329, 450, 2335, 1395, 195]"
[8524],"[171, 5116, 53, 1276, 450, 812, 3267, 7214, 408, 7853, 541, 2257, 2629, 744, 2605, 496, 2099, 5516, 4555, 3204]"
[3131],"[1102, 326, 719, 324, 290, 224, 609, 998, 3931, 434, 2537, 8622, 423, 81, 331, 309, 1490, 6963, 308, 441]"
"[977, 658]","[734, 2685, 133, 1420, 1969, 6575, 675, 2672, 3984, 1928, 5336, 800, 756, 813, 1268, 2556, 3249, 2141, 3774, 2781]"
[703],"[5900, 5730, 9100, 8117, 3614, 249, 8799, 2684, 2635, 4343, 6282, 704, 1344, 1564, 3635, 757, 8741, 1853, 7473, 7025]"
[4222],"[1956, 1367, 6573, 4173, 2255, 3676, 1088, 1081, 8059, 549, 685, 6519, 3548, 3774, 4578, 3083, 4521, 4269, 1425, 903]"
[1529],"[762, 119, 3105, 527, 2669, 4618, 1530, 6171, 758, 12, 3349, 7, 304, 8341, 3511, 630, 251, 4922, 3716, 6949]"
"[203, 1168]","[7671, 3384, 8823, 1088, 3124, 329, 6896, 743, 3657, 36, 1173, 2025, 7173, 7028, 379, 2150, 4891, 2079, 1133, 2802]"
"[89, 2656]","[109, 7703, 7326, 4940, 4366, 1663, 1691, 79, 221, 9211, 8717, 7309, 357, 8909, 4915, 4548, 5727, 4370, 4918, 2893]"
"[2695, 1425]","[956, 195, 8710, 128, 9575, 959, 2803, 2453, 863, 1511, 716, 629, 2106, 1549, 330, 2089, 450, 19, 1197, 1352]"
[5051],"[5501, 9509, 4878, 4734, 5437, 5863, 1490, 739, 5052, 3734, 8240, 8960, 123, 1797, 6374, 3023, 994, 3374, 4322, 4340]"
[4389],"[854, 3211, 600, 507, 224, 413, 55, 53, 41, 295, 490, 1512, 183, 1265, 5357, 3844, 1047, 2303, 1991, 417]"
[812],"[450, 675, 41, 128, 195, 194, 60, 1596, 188, 2928, 384, 2605, 175, 831, 3139, 1386, 1190, 1144, 955, 1604]"
"[224, 222]","[1186, 1640, 1373, 2631, 3367, 3366, 1602, 227, 895, 223, 340, 221, 128, 222, 2781, 2176, 238, 8203, 5562, 924]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
[5042],"[2605, 5426, 2920, 4248, 171, 5043, 53, 896, 4484, 3033, 194, 5662, 1733, 2439, 304, 3108, 2629, 831, 5204, 160]"
[5054],"[3211, 4946, 5055, 1267, 4038, 3328, 3844, 1261, 2683, 8274, 81, 1142, 3566, 5892, 230, 675, 519, 743, 7023, 227]"
"[838, 675]","[669, 72, 831, 805, 3231, 3020, 3498, 3152, 2045, 7834, 1818, 1462, 4035, 2365, 172, 8293, 4224, 18, 2927, 704]"
"[292, 354]","[8776, 205, 6322, 2827, 2214, 3482, 1653, 294, 3924, 2015, 5800, 1481, 7681, 1276, 41, 4638, 1827, 749, 4434, 8169]"
"[3263, 455]","[1951, 450, 320, 433, 369, 238, 456, 6718, 6807, 2115, 219, 8589, 3605, 1225, 527, 278, 490, 636, 322, 2142]"
[172],"[1977, 9265, 4662, 2594, 238, 2115, 5986, 102, 389, 1558, 7024, 2576, 3394, 1636, 268, 315, 602, 840, 1462, 760]"
[104],"[36, 3021, 41, 15, 450, 5396, 257, 2150, 4050, 804, 151, 1184, 455, 3716, 451, 594, 2194, 1109, 636, 190]"
"[3235, 3184, 9240]","[669, 1021, 3231, 2872, 3694, 704, 193, 2045, 6875, 1742, 15, 1129, 1440, 709, 2280, 1308, 3091, 3498, 450, 6719]"
"[841, 6322]","[3260, 1777, 2293, 2444, 1490, 2047, 4949, 9397, 2850, 3876, 7615, 114, 4568, 5353, 865, 1620, 2596, 3514, 8447, 7635]"
"[6300, 737]","[1392, 504, 304, 6477, 1239, 4232, 295, 244, 316, 104, 33, 6122, 5559, 6657, 8460, 6651, 738, 97, 5844, 183]"
"[5006, 1983, 3636, 4507]","[643, 9120, 8708, 5394, 7382, 5696, 2637, 4051, 4100, 3062, 7142, 379, 2886, 6921, 493, 1133, 337, 2143, 2336, 4134]"
[12],"[183, 6, 1731, 304, 1457, 295, 2479, 984, 7, 17, 4791, 3834, 1649, 5570, 1151, 2006, 7098, 7978, 4254, 1047]"
[5323],"[8401, 3664, 2415, 4054, 2171, 5035, 2739, 1003, 1147, 5005, 2752, 8379, 1273, 6535, 814, 8428, 3533, 1927, 1771, 1860]"
[506],"[331, 152, 330, 812, 3260, 60, 8, 956, 3927, 325, 2072, 800, 1969, 1977, 897, 658, 906, 194, 954, 2079]"
[693],"[1513, 1913, 3001, 5755, 2025, 2376, 512, 326, 2614, 196, 1411, 450, 2386, 238, 2821, 6659, 5521, 976, 2714, 331]"
"[8, 330]","[4028, 1535, 2219, 194, 118, 7683, 998, 8773, 413, 3449, 1465, 734, 1622, 6447, 423, 1411, 1410, 833, 3315, 354]"
[636],"[689, 1172, 128, 4802, 1160, 7567, 2920, 705, 675, 71, 571, 1536, 594, 3844, 3534, 4005, 1513, 2411, 3417, 6716]"
"[812, 5947]","[2018, 5948, 3656, 5747, 2072, 9704, 2553, 2605, 188, 1670, 6698, 383, 1733, 954, 605, 1261, 2531, 3947, 511, 470]"
[2660],"[2661, 3798, 901, 5514, 4922, 6668, 2622, 2297, 2920, 8757, 3759, 5204, 1616, 2103, 35, 8327, 1802, 296, 992, 9294]"
"[278, 812, 3656, 6702]","[1021, 4955, 1230, 3024, 5277, 1546, 311, 725, 5081, 9157, 290, 2563, 3190, 2603, 7268, 559, 4276, 3593, 5209, 1368]"
"[6650, 755]","[812, 813, 2320, 922, 1682, 1123, 2176, 2006, 5398, 608, 149, 9324, 1343, 1827, 1111, 4933, 7423, 331, 1178, 955]"
[2580],"[190, 3174, 2145, 4972, 6838, 473, 4218, 461, 478, 2511, 244, 2481, 15, 284, 2766, 5820, 2014, 706, 6710, 7642]"
"[9553, 2342, 238]","[6685, 3386, 1104, 670, 1168, 455, 679, 329, 7671, 188, 1162, 9342, 743, 450, 100, 1453, 4221, 3020, 571, 4340]"
[569],"[8788, 4291, 570, 451, 127, 223, 1129, 1536, 3009, 2353, 1929, 4831, 1692, 3977, 6001, 1722, 379, 2971, 102, 5752]"
"[474, 4577, 2791, 4659]","[6298, 1668, 4286, 7822, 19, 501, 5351, 908, 2106, 4497, 8840, 1424, 1343, 2011, 8676, 249, 685, 6654, 4366, 9721]"
"[500, 773, 5323]","[5929, 3902, 619, 1019, 2556, 195, 278, 1142, 6265, 697, 7291, 388, 3386, 3077, 5753, 1343, 171, 1165, 5499, 1955]"
[800],"[325, 330, 2072, 1070, 4603, 3575, 7961, 6189, 2097, 1541, 704, 2053, 4955, 281, 118, 3, 122, 2597, 5109, 339]"
"[6868, 7205]","[7206, 7261, 3204, 2456, 326, 5096, 1751, 1501, 9000, 325, 3073, 7017, 886, 7248, 5115, 9418, 5507, 4007, 1773, 3061]"
[812],"[450, 675, 41, 128, 195, 194, 60, 1596, 188, 2928, 384, 2605, 175, 831, 3139, 1386, 1190, 1144, 955, 1604]"
[4298],"[8476, 5543, 3694, 964, 3498, 1569, 2702, 2380, 164, 6064, 4808, 1021, 219, 1635, 2150, 4321, 4299, 3026, 479, 1453]"
"[1015, 3571, 66]","[1500, 264, 136, 2320, 7385, 595, 617, 3659, 2513, 5720, 137, 362, 1901, 1440, 2345, 3030, 754, 827, 7804, 126]"
[2764],"[735, 753, 2072, 450, 5116, 7637, 1462, 6943, 194, 396, 325, 8, 128, 3984, 4565, 6411, 2161, 2067, 9469, 1874]"
[7191],"[2334, 131, 149, 2178, 227, 2766, 625, 4501, 3822, 3893, 455, 6893, 1203, 2497, 7192, 3448, 1875, 2959, 1046, 1614]"
[1092],"[1093, 3455, 3925, 4148, 4856, 3568, 2884, 825, 2035, 2529, 470, 104, 1392, 1520, 1364, 2104, 6000, 1811, 1145, 7647]"
"[4043, 1407]","[723, 4651, 1408, 3138, 6477, 848, 2556, 44, 711, 53, 33, 5378, 6117, 8350, 1950, 7862, 190, 829, 2519, 3589]"
"[1591, 7049]","[1525, 2123, 1588, 1897, 3548, 4901, 227, 67, 172, 7064, 160, 1184, 1269, 69, 1979, 2006, 2764, 2015, 3499, 959]"
"[8812, 1133]","[5418, 2906, 2801, 398, 635, 1308, 6236, 3633, 6146, 8068, 5024, 4955, 5012, 2322, 2850, 8657, 1559, 8037, 329, 1276]"
"[126, 2880]","[2881, 568, 8942, 3103, 5696, 3787, 3270, 2838, 6234, 537, 4394, 1881, 1016, 3711, 3123, 2052, 4585, 4252, 4291, 8769]"
"[1523, 698, 2781, 223]","[648, 3078, 1829, 4884, 222, 1602, 4517, 1373, 6791, 7441, 4043, 2665, 36, 5368, 4636, 5791, 7963, 363, 833, 4380]"
[1704],"[3139, 8431, 506, 2594, 18, 4892, 620, 1277, 2018, 227, 3020, 5062, 3903, 149, 568, 739, 2295, 1080, 1602, 122]"
"[506, 955]","[956, 2302, 2627, 5129, 7690, 311, 2456, 7895, 5475, 1185, 437, 898, 2091, 1161, 1210, 4820, 3149, 977, 5219, 614]"
[4291],"[5285, 6207, 8771, 7504, 6409, 6234, 5143, 2631, 9457, 4929, 2584, 4292, 1394, 1640, 6984, 6603, 8905, 5180, 5192, 2921]"
[7852],"[956, 1360, 2268, 857, 7687, 707, 601, 617, 367, 412, 1968, 2322, 1358, 458, 2089, 314, 2664, 998, 3499, 1198]"
[4386],"[3592, 28, 1829, 273, 7502, 758, 291, 1277, 6128, 328, 1535, 118, 658, 315, 704, 1383, 512, 2838, 330, 65]"
[354],"[8776, 379, 704, 205, 107, 1630, 6128, 2703, 3806, 2605, 7681, 2112, 430, 3686, 330, 1932, 2072, 1276, 3368, 2586]"
[5853],"[8524, 6641, 5854, 1920, 1218, 2066, 3016, 2669, 7285, 4226, 2394, 2060, 9549, 4636, 1883, 580, 1077, 3422, 4185, 6511]"
[15],"[675, 1160, 1548, 594, 4224, 3842, 756, 330, 72, 6137, 4132, 1767, 2364, 3119, 2176, 712, 68, 331, 18, 16]"
[527],"[183, 504, 251, 17, 1762, 252, 1173, 5533, 295, 1748, 3334, 828, 6160, 5839, 6062, 8382, 2040, 3815, 1135, 239]"
"[164, 3620, 2541, 3387, 1525]","[1462, 4491, 1528, 8178, 131, 178, 624, 1444, 6813, 8980, 2060, 4163, 5810, 2419, 736, 1282, 9598, 191, 2513, 7935]"
"[219, 7342, 1795, 325, 615]","[149, 379, 2850, 855, 1211, 1068, 95, 1522, 2363, 324, 3351, 223, 434, 41, 2537, 2535, 812, 826, 175, 4158]"
"[4137, 9696]","[1653, 3001, 2797, 5142, 1395, 609, 3360, 1133, 736, 2443, 5355, 6616, 3528, 2708, 223, 1522, 2113, 2594, 413, 197]"
[6696],"[9565, 1991, 176, 197, 4653, 1461, 4308, 6697, 1940, 2635, 2535, 1263, 813, 7931, 8404, 9608, 2538, 5662, 262, 1983]"
[1411],"[752, 292, 551, 3712, 3532, 2278, 3798, 1276, 15, 268, 1184, 278, 1368, 1844, 1386, 1412, 594, 2153, 1025, 263]"
[4665],"[5856, 2781, 1203, 128, 675, 220, 4006, 152, 7192, 1898, 1535, 5623, 2766, 2771, 7078, 1110, 1265, 1931, 451, 756]"
[1714],"[4602, 9762, 4540, 5253, 1715, 1203, 175, 835, 128, 3217, 4668, 1141, 2900, 5993, 735, 6505, 2353, 5908, 1204, 7238]"
"[1884, 4060]","[450, 175, 2581, 1265, 9662, 927, 552, 7245, 330, 1336, 1126, 1462, 1596, 1276, 220, 3371, 4313, 3915, 4003, 3889]"
[7532],"[4928, 4770, 122, 7533, 3269, 9284, 5750, 3271, 281, 994, 1628, 686, 339, 354, 6180, 2097, 9173, 1541, 8030, 5369]"
[1833],"[2603, 5154, 4245, 2, 5850, 72, 1336, 1676, 2091, 800, 719, 6120, 1197, 3249, 247, 2268, 1204, 712, 330, 600]"
[3729],"[3730, 7681, 868, 1992, 1894, 7856, 7915, 5640, 6258, 7124, 4100, 3432, 3898, 698, 2918, 7516, 1004, 6928, 1097, 3900]"
[199],"[2581, 7262, 171, 1184, 28, 5521, 2123, 1294, 8, 594, 36, 53, 330, 976, 2018, 41, 194, 1928, 238, 1596]"
"[1324, 2903]","[1457, 53, 1048, 33, 2154, 3609, 5425, 1825, 4747, 3525, 1056, 2042, 1931, 941, 245, 244, 2517, 4704, 3354, 104]"
[4788],"[1853, 3262, 1852, 1875, 5079, 678, 1402, 1827, 541, 955, 2352, 1314, 6707, 4351, 2214, 455, 6009, 1913, 2695, 6292]"
"[851, 1265]","[9, 1500, 8609, 921, 5969, 3442, 325, 2237, 2365, 5800, 1670, 7070, 3399, 2838, 1266, 1104, 976, 6322, 1050, 1039]"
"[17, 984, 2145, 6515]","[464, 469, 1252, 6991, 2766, 1005, 2483, 8959, 4409, 1666, 2154, 2328, 2235, 874, 5420, 1360, 2649, 1007, 1769, 855]"
"[41, 1227]","[7721, 7194, 2801, 1431, 3155, 3304, 405, 5423, 443, 2154, 4738, 6809, 9044, 1358, 449, 4773, 7936, 4074, 2998, 8143]"
[7963],"[2595, 1604, 654, 7964, 1513, 4050, 6780, 1809, 434, 9246, 3966, 1069, 368, 2683, 8823, 630, 478, 2077, 1133, 3163]"
"[7602, 7834]","[6150, 195, 7023, 8239, 2771, 3231, 1261, 188, 4783, 541, 1564, 5694, 812, 652, 328, 1306, 3478, 8233, 3037, 2575]"
[4230],"[3341, 1780, 4524, 5734, 273, 4231, 16, 5064, 6009, 704, 1541, 282, 865, 2217, 6196, 4109, 71, 4208, 8654, 9201]"
[89],"[2654, 3161, 3090, 278, 368, 23, 2656, 3657, 184, 8452, 3838, 8771, 5747, 481, 624, 7803, 2983, 3188, 8, 614]"
[7452],"[6173, 8204, 3182, 1088, 1133, 7634, 6568, 571, 1009, 1628, 273, 7390, 7414, 457, 7156, 7338, 8112, 4971, 2920, 4245]"
"[18, 851]","[330, 1022, 1473, 2240, 3035, 1336, 6383, 173, 569, 5449, 291, 3100, 4958, 9353, 735, 4444, 28, 2457, 7870, 836]"
[973],"[602, 5399, 974, 18, 362, 3030, 2452, 6521, 1609, 976, 2664, 3538, 6590, 954, 278, 19, 897, 975, 840, 490]"
[4186],"[838, 7973, 3453, 12, 1701, 2846, 372, 3059, 1740, 1047, 6226, 454, 71, 2468, 183, 6487, 2859, 3462, 19, 288]"
"[69, 675]","[617, 1625, 172, 577, 1818, 4035, 1462, 1928, 315, 756, 6110, 977, 669, 3960, 658, 2672, 3132, 389, 2664, 330]"
[5502],"[4668, 53, 5503, 8236, 7804, 7979, 759, 329, 5418, 7223, 3426, 2095, 131, 2308, 5285, 3028, 283, 441, 8180, 2448]"
"[6771, 3259]","[60, 3260, 205, 6322, 678, 3238, 541, 1733, 1827, 3316, 1454, 164, 4002, 330, 1604, 645, 5752, 1675, 6317, 1930]"
"[2398, 488]","[3844, 702, 1523, 5961, 1043, 2965, 41, 36, 804, 1712, 3694, 273, 5992, 2664, 1244, 1503, 330, 53, 1312, 4351]"
"[394, 2886]","[1387, 1059, 2944, 5796, 6671, 1687, 977, 2886, 1301, 5971, 729, 1614, 4695, 1961, 4860, 1599, 8215, 1969, 4051, 6732]"
[1130],"[6173, 4060, 7556, 8715, 8769, 7204, 595, 1131, 5234, 1294, 238, 2450, 733, 330, 1348, 840, 1197, 6988, 2821, 264]"
"[236, 15]","[269, 384, 675, 6030, 489, 2884, 2087, 1419, 922, 735, 1203, 3319, 2153, 594, 1357, 1946, 320, 637, 220, 450]"
"[1386, 718]","[118, 489, 269, 6490, 1729, 678, 3183, 998, 6860, 308, 325, 5450, 736, 1711, 1712, 2360, 309, 3351, 686, 152]"
"[3834, 3114]","[476, 6875, 1711, 5712, 1420, 2364, 3548, 4304, 6180, 615, 1788, 2170, 4159, 8431, 973, 451, 4645, 5234, 2386, 3599]"
[316],"[1457, 2145, 3213, 1981, 17, 4286, 3354, 1364, 8998, 2527, 317, 1680, 7, 190, 245, 2618, 21, 908, 2248, 1170]"
[8042],"[4813, 350, 1977, 1588, 118, 4867, 6390, 15, 5739, 328, 1595, 4547, 7534, 5081, 2268, 1806, 2484, 2664, 268, 450]"
[17],"[6, 970, 1555, 245, 33, 2013, 7, 104, 1010, 464, 304, 2805, 8274, 470, 4475, 53, 3242, 208, 452, 1142]"
[2764],"[735, 753, 2072, 450, 5116, 7637, 1462, 6943, 194, 396, 325, 8, 128, 3984, 4565, 6411, 2161, 2067, 9469, 1874]"
[6326],"[231, 4747, 1142, 5116, 7369, 2062, 1795, 17, 2478, 8681, 1302, 295, 907, 4217, 53, 368, 2045, 5544, 5874, 475]"
[3478],"[2356, 4416, 4022, 4712, 2781, 6186, 3479, 3344, 834, 4502, 1371, 7285, 3211, 1199, 5618, 7443, 4816, 227, 7648, 5270]"
[2770],"[295, 1072, 8009, 3350, 239, 3386, 1392, 6021, 358, 7568, 450, 1130, 325, 1513, 2771, 4475, 3834, 6847, 5293, 7234]"
[1184],"[678, 2605, 1929, 1542, 7225, 2079, 2586, 5772, 7882, 5402, 8759, 3246, 152, 149, 2279, 658, 2072, 4684, 6641, 1371]"
"[3635, 2441]","[79, 221, 2544, 7808, 5336, 192, 4432, 4865, 1621, 5132, 704, 735, 5528, 9672, 553, 121, 206, 9029, 800, 149]"
"[3959, 5179, 7668, 4853]","[6208, 8899, 3978, 4609, 3266, 4852, 5686, 6587, 5760, 4383, 6791, 5484, 1940, 8017, 7118, 2921, 1181, 1211, 2547, 92]"
[3347],"[5869, 5936, 2964, 566, 923, 2898, 257, 290, 984, 899, 1050, 1312, 343, 1653, 330, 1357, 454, 976, 4163, 109]"
[1398],"[330, 1978, 109, 1250, 5869, 735, 2548, 2096, 1832, 1336, 991, 1228, 4035, 3130, 4648, 2395, 897, 954, 900, 1294]"
[1564],"[1126, 1243, 5789, 2859, 2073, 896, 475, 2970, 4157, 5265, 1832, 7291, 3650, 2856, 5505, 3253, 8337, 8861, 1064, 1513]"
"[8, 55]","[3682, 1512, 434, 1410, 450, 417, 1535, 4159, 764, 194, 423, 998, 175, 5837, 330, 1515, 1658, 2884, 3450, 5941]"
"[7108, 897]","[4091, 8142, 1197, 3243, 882, 3499, 3324, 2089, 1473, 823, 3786, 3285, 3938, 123, 2180, 2627, 4206, 331, 3096, 4663]"
"[6175, 479]","[960, 538, 6602, 7272, 1493, 1551, 2090, 6433, 704, 2390, 936, 841, 3145, 2842, 3290, 2726, 1161, 9033, 4437, 1619]"
"[1451, 255]","[22, 3457, 999, 4179, 2884, 2748, 4358, 1482, 1667, 1453, 4482, 591, 9021, 256, 3928, 3567, 2187, 4072, 4068, 876]"
[5056],"[6386, 1109, 256, 1673, 5810, 7907, 1087, 1243, 5537, 24, 652, 6903, 3204, 1281, 8741, 818, 2544, 443, 2330, 23]"
"[4000, 224, 924]","[925, 3367, 1181, 2633, 1285, 2631, 4390, 710, 2600, 538, 6212, 5026, 2056, 4628, 467, 5991, 6997, 632, 8296, 9248]"
[1394],"[4358, 1395, 358, 331, 55, 325, 571, 41, 1892, 6242, 5523, 3935, 269, 3124, 3947, 1327, 293, 954, 434, 349]"
[2903],"[223, 1825, 2154, 896, 1378, 4219, 624, 2904, 2252, 4724, 1457, 1466, 3195, 7851, 1931, 3354, 620, 458, 104, 183]"
"[4427, 9623]","[133, 326, 735, 1188, 3090, 4669, 4999, 5861, 2851, 2537, 434, 134, 704, 290, 423, 1672, 5948, 2654, 4865, 1598]"
[171],"[194, 1276, 2278, 257, 221, 1172, 3246, 1676, 2018, 5393, 1133, 9443, 5116, 151, 220, 6585, 812, 1261, 735, 107]"
[305],"[9101, 251, 119, 306, 4417, 4100, 7311, 6782, 7576, 737, 2094, 3318, 1410, 2352, 2453, 35, 6089, 2913, 9463, 6839]"
[3259],"[60, 1184, 8, 6322, 645, 3260, 1827, 164, 719, 977, 3316, 205, 6350, 354, 6317, 906, 1647, 18, 3145, 2279]"
[2176],"[2094, 553, 3805, 1070, 535, 331, 6875, 5752, 1767, 4224, 2205, 5509, 455, 704, 2662, 1918, 669, 309, 1263, 2885]"
"[7353, 9700]","[475, 2479, 8396, 3609, 7518, 3751, 8177, 1548, 5404, 1329, 5944, 4137, 2877, 5200, 1312, 5064, 6759, 3511, 4260, 3054]"
[3999],"[128, 6659, 127, 7714, 4396, 36, 1110, 675, 658, 6479, 320, 812, 53, 625, 2395, 2018, 749, 171, 1134, 1982]"
"[3452, 4318]","[8217, 4319, 4457, 1258, 1453, 5957, 6293, 5861, 5777, 412, 6832, 3011, 293, 3185, 2743, 2772, 3685, 748, 5042, 5632]"
"[2580, 245, 1457]","[1667, 6122, 1686, 3855, 447, 7174, 4226, 7198, 1252, 454, 5562, 5607, 4856, 5879, 5020, 4676, 7840, 3353, 2106, 3696]"
[6860],"[4411, 78, 2666, 1308, 3420, 6861, 434, 2482, 1875, 3257, 899, 9472, 1733, 2641, 4684, 2576, 1533, 2025, 4865, 2877]"
[1924],"[1911, 6269, 1746, 1171, 2145, 1925, 3127, 6326, 24, 244, 299, 1028, 2378, 3724, 344, 1457, 2683, 7, 3855, 183]"
[2903],"[223, 1825, 2154, 896, 1378, 4219, 624, 2904, 2252, 4724, 1457, 1466, 3195, 7851, 1931, 3354, 620, 458, 104, 183]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
[41],"[195, 1110, 450, 329, 433, 188, 203, 764, 3077, 220, 4586, 149, 1204, 1227, 571, 420, 2771, 330, 743, 1594]"
[480],"[481, 5426, 2373, 7064, 1733, 1144, 1386, 1160, 18, 1500, 1609, 2605, 1161, 974, 7712, 712, 330, 1366, 2094, 814]"
[128],"[129, 752, 1025, 1251, 2067, 2068, 2852, 92, 2512, 123, 5499, 1276, 5978, 753, 122, 2491, 541, 4636, 7517, 7596]"
"[506, 6597]","[1276, 2234, 1886, 6579, 800, 3260, 4181, 897, 330, 954, 1021, 292, 719, 60, 1394, 36, 92, 3768, 5732, 2091]"
[2740],"[6419, 1978, 5182, 3219, 3061, 3359, 5149, 3368, 7916, 6242, 7263, 149, 7845, 1282, 6684, 5383, 704, 1141, 8835, 2391]"
[8989],"[4637, 2497, 66, 1107, 5951, 9676, 278, 104, 3325, 8990, 2278, 6290, 3582, 223, 4049, 231, 4006, 2487, 195, 7213]"
"[4278, 183, 3919]","[2462, 1298, 1453, 4185, 4410, 4073, 5152, 9649, 4154, 3728, 893, 4473, 18, 5783, 5010, 7412, 5911, 7717, 3524, 8491]"
"[3421, 8886, 6277]","[5105, 5175, 1384, 2671, 6619, 7092, 9193, 3398, 6262, 1103, 2265, 6424, 1962, 9677, 5181, 182, 968, 5145, 785, 9117]"
"[956, 1512, 5861]","[1197, 1968, 2052, 6064, 2581, 2310, 2664, 2128, 2627, 1735, 3761, 412, 923, 4821, 8, 3143, 8723, 3768, 311, 413]"
"[2616, 796]","[797, 2617, 6312, 798, 319, 796, 4728, 2453, 5520, 4555, 3512, 2077, 8781, 7054, 3654, 3618, 5137, 7564, 6390, 3111]"
"[3387, 3311]","[1897, 2576, 3325, 172, 712, 959, 3183, 8, 5908, 647, 362, 729, 1929, 4491, 4357, 2582, 602, 1386, 4224, 620]"
[6219],"[211, 8073, 7633, 8909, 449, 1959, 2331, 2429, 4040, 4370, 9603, 6292, 8459, 6342, 1199, 4838, 2553, 4810, 1786, 2558]"
[9444],"[1858, 2453, 3589, 5499, 461, 3341, 951, 166, 17, 454, 1161, 2483, 5984, 3856, 1096, 1782, 9445, 615, 4419, 458]"
